22:29:35.216 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.0.22.Final
22:29:45.917 [task-1] INFO  c.y.GameYqlyyWsClient - [report,274] - [<虎牙>] msg is:消息 进入游戏: ABAdAAEGvQkAUAYOaHlleHQ6cmk0dHV0NmgGGWh5ZXh0OnJpNHR1dDZoXzE2NzAzMTM3NjIGDmh5ZXh0Omxpc29udTMyBhloeWV4dDpsaXNvbnUzMl8xNjcwMzEzNzYyBg5oeWV4dDoyaTAzZXlveAYZaHlleHQ6MmkwM2V5b3hfMTY3MDMxMzc2MgYOaHlleHQ6eDkya2RwZWQGGWh5ZXh0Ong5MmtkcGVkXzE2NzAzMTM3NjIGDmh5ZXh0OmFhNTlqOThwBhloeWV4dDphYTU5ajk4cF8xNjcwMzEzNzYyBg5oeWV4dDpwNWdwaDA5NgYZaHlleHQ6cDVncGgwOTZfMTY3MDMxMzc2MgYOaHlleHQ6czYzcm03MHIGGWh5ZXh0OnM2M3JtNzByXzE2NzAzMTM3NjIGDmh5ZXh0OjdxNWR0YTUyBhloeWV4dDo3cTVkdGE1Ml8xNjcwMzEzNzYyBg5oeWV4dDo5ZnNqYXZlbwYZaHlleHQ6OWZzamF2ZW9fMTY3MDMxMzc2MgYOaHlleHQ6MWo5NXA3YjQGGWh5ZXh0OjFqOTVwN2I0XzE2NzAzMTM3NjIGDmh5ZXh0Om9meGlhZ2o1BhloeWV4dDpvZnhpYWdqNV8xNjcwMzEzNzYyBg5oeWV4dDptZDV6MmFucQYZaHlleHQ6bWQ1ejJhbnFfMTY3MDMxMzc2MgYOaHlleHQ6cTFnOGMzcWkGGWh5ZXh0OnExZzhjM3FpXzE2NzAzMTM3NjIGDmh5ZXh0OnRudWF1cjk3BhloeWV4dDp0bnVhdXI5N18xNjcwMzEzNzYyBg5oeWV4dDpsbHV6YjBrcQYZaHlleHQ6bGx1emIwa3FfMTY3MDMxMzc2MgYOaHlleHQ6bTg3NWl3c2cGGWh5ZXh0Om04NzVpd3NnXzE2NzAzMTM3NjIGDmh5ZXh0OjNtenJsZnR2BhloeWV4dDozbXpybGZ0dl8xNjcwMzEzNzYyBg5oeWV4dDpudm50YmU5dAYZaHlleHQ6bnZudGJlOXRfMTY3MDMxMzc2MgYOaHlleHQ6cGl6YnBjMW4GGWh5ZXh0OnBpemJwYzFuXzE2NzAzMTM3NjIGDmh5ZXh0Omg4c2NkN3Q5BhloeWV4dDpoOHNjZDd0OV8xNjcwMzEzNzYyBg5oeWV4dDprbnZsZWNvcAYZaHlleHQ6a252bGVjb3BfMTY3MDMxMzc2MgYOaHlleHQ6bWhpa2JvaTcGGWh5ZXh0Om1oaWtib2k3XzE2NzAzMTM3NjIGDmh5ZXh0OjFlZjRod28yBhloeWV4dDoxZWY0aHdvMl8xNjcwMzEzNzYyBg5oeWV4dDo5eGl1aHZxNgYZaHlleHQ6OXhpdWh2cTZfMTY3MDMxMzc2MgYOaHlleHQ6aGpqNmlmb2IGGWh5ZXh0OmhqajZpZm9iXzE2NzAzMTM3NjIGDmh5ZXh0OnY5ODR0dG1jBhloeWV4dDp2OTg0dHRtY18xNjcwMzEzNzYyBg5oeWV4dDprMGxicHhtNQYZaHlleHQ6azBsYnB4bTVfMTY3MDMxMzc2MgYOaHlleHQ6OWwycDlkM3MGGWh5ZXh0OjlsMnA5ZDNzXzE2NzAzMTM3NjIGDmh5ZXh0Om5pZGFzMDBoBhloeWV4dDpuaWRhczAwaF8xNjcwMzEzNzYyBg5oeWV4dDptMWNlbXM2YQYZaHlleHQ6bTFjZW1zNmFfMTY3MDMxMzc2MgYOaHlleHQ6M3llcWNiazQGGWh5ZXh0OjN5ZXFjYms0XzE2NzAzMTM3NjIGDmh5ZXh0OnBjbmdhZmY3BhloeWV4dDpwY25nYWZmN18xNjcwMzEzNzYyBg5oeWV4dDptMHRreTByYwYZaHlleHQ6bTB0a3kwcmNfMTY3MDMxMzc2MgYOaHlleHQ6MGNlbno3YmoGGWh5ZXh0OjBjZW56N2JqXzE2NzAzMTM3NjIGDmh5ZXh0OjVkZmYzNmRyBhloeWV4dDo1ZGZmMzZkcl8xNjcwMzEzNzYyBg5oeWV4dDo2ZDZndngzNAYZaHlleHQ6NmQ2Z3Z4MzRfMTY3MDMxMzc2MgYOaHlleHQ6N2picTJmbWEGGWh5ZXh0OjdqYnEyZm1hXzE2NzAzMTM3NjIGDmh5ZXh0OmtxOXdlbG53BhloeWV4dDprcTl3ZWxud18xNjcwMzEzNzYyBg5oeWV4dDppN292cng4aAYZaHlleHQ6aTdvdnJ4OGhfMTY3MDMxMzc2MgYOaHlleHQ6Z3F0c2lkZjEGGWh5ZXh0OmdxdHNpZGYxXzE2NzAzMTM3NjIWACANNgBMXGYA
22:30:06.408 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.0.22.Final
22:30:06.515 [main] INFO  com.Application - [logStarting,55] - Starting Application on NEWBEE with PID 17296 (E:\TigerTeeth\target\classes started by retun in E:\TigerTeeth)
22:30:06.518 [main] INFO  com.Application - [logStartupProfileInfo,655] - The following profiles are active: @profiles.active@
22:30:10.356 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8021"]
22:30:10.357 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
22:30:10.358 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.41]
22:30:10.488 [main] INFO  o.a.c.c.C.[.[.[/tigerTeeth] - [log,173] - Initializing Spring embedded WebApplicationContext
22:30:11.727 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8021"]
22:30:11.779 [main] INFO  com.Application - [logStarted,61] - Started Application in 6.332 seconds (JVM running for 7.462)
22:30:11.781 [main] INFO  c.l.ApplicationRunnerImpl - [run,30] - 启动执行完成。。。。。。。
22:30:11.784 [task-1] INFO  c.y.GameYqlyyWsClient - [report,268] - [<虎牙>]已关闭，进行重新链接
22:30:11.785 [task-1] INFO  c.y.GameYqlyyWsClient - [connect,244] - 一千零一夜<虎牙>准备链接GameYDHClient服务...
22:30:11.788 [task-1] INFO  c.y.GameYqlyyWsClient - [connect,258] - <虎牙>准备链接GameYDHClient服务 => wss://3b258d37-ws.va.huya.com/?baseinfo=DBYgMGE3ZDUwNmYwNjRjMDA2OTY0MDIxN2E3MThhNzA3OWMmGndlYmg1JjI1MTAzMDEwNDkmd2Vic29ja2V0NgxIVVlBJlpIJjIwNTJGAFYvMTY1ODIuMjUzMzYsNDQyOTkuNzY5NDksNDYzOTIuODIxMDYsNDkwMjMuODgwMTBsdgCGAJYAqAACBghIVVlBX05FVBYBMAYLSFVZQV9WU0RLVUEWGndlYmg1JjI1MTAzMDEwNDkmd2Vic29ja2V0
22:30:16.876 [task-1] INFO  c.y.GameYqlyyWsClient - [report,274] - [<虎牙>] msg is:消息 进入游戏: ABAdAAEGvQkAUAYOaHlleHQ6cmk0dHV0NmgGGWh5ZXh0OnJpNHR1dDZoXzE2NzAzMTM3NjIGDmh5ZXh0Omxpc29udTMyBhloeWV4dDpsaXNvbnUzMl8xNjcwMzEzNzYyBg5oeWV4dDoyaTAzZXlveAYZaHlleHQ6MmkwM2V5b3hfMTY3MDMxMzc2MgYOaHlleHQ6eDkya2RwZWQGGWh5ZXh0Ong5MmtkcGVkXzE2NzAzMTM3NjIGDmh5ZXh0OmFhNTlqOThwBhloeWV4dDphYTU5ajk4cF8xNjcwMzEzNzYyBg5oeWV4dDpwNWdwaDA5NgYZaHlleHQ6cDVncGgwOTZfMTY3MDMxMzc2MgYOaHlleHQ6czYzcm03MHIGGWh5ZXh0OnM2M3JtNzByXzE2NzAzMTM3NjIGDmh5ZXh0OjdxNWR0YTUyBhloeWV4dDo3cTVkdGE1Ml8xNjcwMzEzNzYyBg5oeWV4dDo5ZnNqYXZlbwYZaHlleHQ6OWZzamF2ZW9fMTY3MDMxMzc2MgYOaHlleHQ6MWo5NXA3YjQGGWh5ZXh0OjFqOTVwN2I0XzE2NzAzMTM3NjIGDmh5ZXh0Om9meGlhZ2o1BhloeWV4dDpvZnhpYWdqNV8xNjcwMzEzNzYyBg5oeWV4dDptZDV6MmFucQYZaHlleHQ6bWQ1ejJhbnFfMTY3MDMxMzc2MgYOaHlleHQ6cTFnOGMzcWkGGWh5ZXh0OnExZzhjM3FpXzE2NzAzMTM3NjIGDmh5ZXh0OnRudWF1cjk3BhloeWV4dDp0bnVhdXI5N18xNjcwMzEzNzYyBg5oeWV4dDpsbHV6YjBrcQYZaHlleHQ6bGx1emIwa3FfMTY3MDMxMzc2MgYOaHlleHQ6bTg3NWl3c2cGGWh5ZXh0Om04NzVpd3NnXzE2NzAzMTM3NjIGDmh5ZXh0OjNtenJsZnR2BhloeWV4dDozbXpybGZ0dl8xNjcwMzEzNzYyBg5oeWV4dDpudm50YmU5dAYZaHlleHQ6bnZudGJlOXRfMTY3MDMxMzc2MgYOaHlleHQ6cGl6YnBjMW4GGWh5ZXh0OnBpemJwYzFuXzE2NzAzMTM3NjIGDmh5ZXh0Omg4c2NkN3Q5BhloeWV4dDpoOHNjZDd0OV8xNjcwMzEzNzYyBg5oeWV4dDprbnZsZWNvcAYZaHlleHQ6a252bGVjb3BfMTY3MDMxMzc2MgYOaHlleHQ6bWhpa2JvaTcGGWh5ZXh0Om1oaWtib2k3XzE2NzAzMTM3NjIGDmh5ZXh0OjFlZjRod28yBhloeWV4dDoxZWY0aHdvMl8xNjcwMzEzNzYyBg5oeWV4dDo5eGl1aHZxNgYZaHlleHQ6OXhpdWh2cTZfMTY3MDMxMzc2MgYOaHlleHQ6aGpqNmlmb2IGGWh5ZXh0OmhqajZpZm9iXzE2NzAzMTM3NjIGDmh5ZXh0OnY5ODR0dG1jBhloeWV4dDp2OTg0dHRtY18xNjcwMzEzNzYyBg5oeWV4dDprMGxicHhtNQYZaHlleHQ6azBsYnB4bTVfMTY3MDMxMzc2MgYOaHlleHQ6OWwycDlkM3MGGWh5ZXh0OjlsMnA5ZDNzXzE2NzAzMTM3NjIGDmh5ZXh0Om5pZGFzMDBoBhloeWV4dDpuaWRhczAwaF8xNjcwMzEzNzYyBg5oeWV4dDptMWNlbXM2YQYZaHlleHQ6bTFjZW1zNmFfMTY3MDMxMzc2MgYOaHlleHQ6M3llcWNiazQGGWh5ZXh0OjN5ZXFjYms0XzE2NzAzMTM3NjIGDmh5ZXh0OnBjbmdhZmY3BhloeWV4dDpwY25nYWZmN18xNjcwMzEzNzYyBg5oeWV4dDptMHRreTByYwYZaHlleHQ6bTB0a3kwcmNfMTY3MDMxMzc2MgYOaHlleHQ6MGNlbno3YmoGGWh5ZXh0OjBjZW56N2JqXzE2NzAzMTM3NjIGDmh5ZXh0OjVkZmYzNmRyBhloeWV4dDo1ZGZmMzZkcl8xNjcwMzEzNzYyBg5oeWV4dDo2ZDZndngzNAYZaHlleHQ6NmQ2Z3Z4MzRfMTY3MDMxMzc2MgYOaHlleHQ6N2picTJmbWEGGWh5ZXh0OjdqYnEyZm1hXzE2NzAzMTM3NjIGDmh5ZXh0OmtxOXdlbG53BhloeWV4dDprcTl3ZWxud18xNjcwMzEzNzYyBg5oeWV4dDppN292cng4aAYZaHlleHQ6aTdvdnJ4OGhfMTY3MDMxMzc2MgYOaHlleHQ6Z3F0c2lkZjEGGWh5ZXh0OmdxdHNpZGYxXzE2NzAzMTM3NjIWACANNgBMXGYA
22:30:27.889 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.0.22.Final
22:30:27.953 [main] INFO  com.Application - [logStarting,55] - Starting Application on NEWBEE with PID 21404 (E:\TigerTeeth\target\classes started by retun in E:\TigerTeeth)
22:30:27.954 [main] INFO  com.Application - [logStartupProfileInfo,655] - The following profiles are active: @profiles.active@
22:30:31.229 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8021"]
22:30:31.231 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
22:30:31.231 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.41]
22:30:31.327 [main] INFO  o.a.c.c.C.[.[.[/tigerTeeth] - [log,173] - Initializing Spring embedded WebApplicationContext
22:30:32.485 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8021"]
22:30:32.532 [main] INFO  com.Application - [logStarted,61] - Started Application in 5.134 seconds (JVM running for 5.878)
22:30:32.535 [main] INFO  c.l.ApplicationRunnerImpl - [run,30] - 启动执行完成。。。。。。。
22:30:32.538 [task-1] INFO  c.y.GameYqlyyWsClient - [report,268] - [<虎牙>]已关闭，进行重新链接
22:30:32.538 [task-1] INFO  c.y.GameYqlyyWsClient - [connect,244] - 一千零一夜<虎牙>准备链接GameYDHClient服务...
22:30:32.540 [task-1] INFO  c.y.GameYqlyyWsClient - [connect,258] - <虎牙>准备链接GameYDHClient服务 => wss://3b258d37-ws.va.huya.com/?baseinfo=DBYgMGE3ZDUwNmYwNjRjMDA2OTY0MDIxN2E3MThhNzA3OWMmGndlYmg1JjI1MTAzMDEwNDkmd2Vic29ja2V0NgxIVVlBJlpIJjIwNTJGAFYvMTY1ODIuMjUzMzYsNDQyOTkuNzY5NDksNDYzOTIuODIxMDYsNDkwMjMuODgwMTBsdgCGAJYAqAACBghIVVlBX05FVBYBMAYLSFVZQV9WU0RLVUEWGndlYmg1JjI1MTAzMDEwNDkmd2Vic29ja2V0
22:30:36.253 [task-1] INFO  c.y.GameYqlyyWsClient - [onOpen,215] - [一千零一夜<虎牙>]onOpen
22:30:36.253 [task-1] INFO  c.y.GameYqlyyWsClient - [onOpen,221] - [<虎牙>] msg is:消息: ABAdAAAnCQACBg9saXZlOjE2NzAzMTM3NjIGD2NoYXQ6MTY3MDMxMzc2MhYAIAE2AExcZgA=
22:30:36.257 [task-1] INFO  c.y.GameYqlyyWsClient - [report,274] - [<虎牙>] msg is:消息 进入游戏: ABAdAAEGvQkAUAYOaHlleHQ6cmk0dHV0NmgGGWh5ZXh0OnJpNHR1dDZoXzE2NzAzMTM3NjIGDmh5ZXh0Omxpc29udTMyBhloeWV4dDpsaXNvbnUzMl8xNjcwMzEzNzYyBg5oeWV4dDoyaTAzZXlveAYZaHlleHQ6MmkwM2V5b3hfMTY3MDMxMzc2MgYOaHlleHQ6eDkya2RwZWQGGWh5ZXh0Ong5MmtkcGVkXzE2NzAzMTM3NjIGDmh5ZXh0OmFhNTlqOThwBhloeWV4dDphYTU5ajk4cF8xNjcwMzEzNzYyBg5oeWV4dDpwNWdwaDA5NgYZaHlleHQ6cDVncGgwOTZfMTY3MDMxMzc2MgYOaHlleHQ6czYzcm03MHIGGWh5ZXh0OnM2M3JtNzByXzE2NzAzMTM3NjIGDmh5ZXh0OjdxNWR0YTUyBhloeWV4dDo3cTVkdGE1Ml8xNjcwMzEzNzYyBg5oeWV4dDo5ZnNqYXZlbwYZaHlleHQ6OWZzamF2ZW9fMTY3MDMxMzc2MgYOaHlleHQ6MWo5NXA3YjQGGWh5ZXh0OjFqOTVwN2I0XzE2NzAzMTM3NjIGDmh5ZXh0Om9meGlhZ2o1BhloeWV4dDpvZnhpYWdqNV8xNjcwMzEzNzYyBg5oeWV4dDptZDV6MmFucQYZaHlleHQ6bWQ1ejJhbnFfMTY3MDMxMzc2MgYOaHlleHQ6cTFnOGMzcWkGGWh5ZXh0OnExZzhjM3FpXzE2NzAzMTM3NjIGDmh5ZXh0OnRudWF1cjk3BhloeWV4dDp0bnVhdXI5N18xNjcwMzEzNzYyBg5oeWV4dDpsbHV6YjBrcQYZaHlleHQ6bGx1emIwa3FfMTY3MDMxMzc2MgYOaHlleHQ6bTg3NWl3c2cGGWh5ZXh0Om04NzVpd3NnXzE2NzAzMTM3NjIGDmh5ZXh0OjNtenJsZnR2BhloeWV4dDozbXpybGZ0dl8xNjcwMzEzNzYyBg5oeWV4dDpudm50YmU5dAYZaHlleHQ6bnZudGJlOXRfMTY3MDMxMzc2MgYOaHlleHQ6cGl6YnBjMW4GGWh5ZXh0OnBpemJwYzFuXzE2NzAzMTM3NjIGDmh5ZXh0Omg4c2NkN3Q5BhloeWV4dDpoOHNjZDd0OV8xNjcwMzEzNzYyBg5oeWV4dDprbnZsZWNvcAYZaHlleHQ6a252bGVjb3BfMTY3MDMxMzc2MgYOaHlleHQ6bWhpa2JvaTcGGWh5ZXh0Om1oaWtib2k3XzE2NzAzMTM3NjIGDmh5ZXh0OjFlZjRod28yBhloeWV4dDoxZWY0aHdvMl8xNjcwMzEzNzYyBg5oeWV4dDo5eGl1aHZxNgYZaHlleHQ6OXhpdWh2cTZfMTY3MDMxMzc2MgYOaHlleHQ6aGpqNmlmb2IGGWh5ZXh0OmhqajZpZm9iXzE2NzAzMTM3NjIGDmh5ZXh0OnY5ODR0dG1jBhloeWV4dDp2OTg0dHRtY18xNjcwMzEzNzYyBg5oeWV4dDprMGxicHhtNQYZaHlleHQ6azBsYnB4bTVfMTY3MDMxMzc2MgYOaHlleHQ6OWwycDlkM3MGGWh5ZXh0OjlsMnA5ZDNzXzE2NzAzMTM3NjIGDmh5ZXh0Om5pZGFzMDBoBhloeWV4dDpuaWRhczAwaF8xNjcwMzEzNzYyBg5oeWV4dDptMWNlbXM2YQYZaHlleHQ6bTFjZW1zNmFfMTY3MDMxMzc2MgYOaHlleHQ6M3llcWNiazQGGWh5ZXh0OjN5ZXFjYms0XzE2NzAzMTM3NjIGDmh5ZXh0OnBjbmdhZmY3BhloeWV4dDpwY25nYWZmN18xNjcwMzEzNzYyBg5oeWV4dDptMHRreTByYwYZaHlleHQ6bTB0a3kwcmNfMTY3MDMxMzc2MgYOaHlleHQ6MGNlbno3YmoGGWh5ZXh0OjBjZW56N2JqXzE2NzAzMTM3NjIGDmh5ZXh0OjVkZmYzNmRyBhloeWV4dDo1ZGZmMzZkcl8xNjcwMzEzNzYyBg5oeWV4dDo2ZDZndngzNAYZaHlleHQ6NmQ2Z3Z4MzRfMTY3MDMxMzc2MgYOaHlleHQ6N2picTJmbWEGGWh5ZXh0OjdqYnEyZm1hXzE2NzAzMTM3NjIGDmh5ZXh0OmtxOXdlbG53BhloeWV4dDprcTl3ZWxud18xNjcwMzEzNzYyBg5oeWV4dDppN292cng4aAYZaHlleHQ6aTdvdnJ4OGhfMTY3MDMxMzc2MgYOaHlleHQ6Z3F0c2lkZjEGGWh5ZXh0OmdxdHNpZGYxXzE2NzAzMTM3NjIWACANNgBMXGYA
22:31:06.270 [task-1] INFO  c.y.GameYqlyyWsClient - [report,274] - [<虎牙>] msg is:消息 进入游戏: ABAdAAEGvQkAUAYOaHlleHQ6cmk0dHV0NmgGGWh5ZXh0OnJpNHR1dDZoXzE2NzAzMTM3NjIGDmh5ZXh0Omxpc29udTMyBhloeWV4dDpsaXNvbnUzMl8xNjcwMzEzNzYyBg5oeWV4dDoyaTAzZXlveAYZaHlleHQ6MmkwM2V5b3hfMTY3MDMxMzc2MgYOaHlleHQ6eDkya2RwZWQGGWh5ZXh0Ong5MmtkcGVkXzE2NzAzMTM3NjIGDmh5ZXh0OmFhNTlqOThwBhloeWV4dDphYTU5ajk4cF8xNjcwMzEzNzYyBg5oeWV4dDpwNWdwaDA5NgYZaHlleHQ6cDVncGgwOTZfMTY3MDMxMzc2MgYOaHlleHQ6czYzcm03MHIGGWh5ZXh0OnM2M3JtNzByXzE2NzAzMTM3NjIGDmh5ZXh0OjdxNWR0YTUyBhloeWV4dDo3cTVkdGE1Ml8xNjcwMzEzNzYyBg5oeWV4dDo5ZnNqYXZlbwYZaHlleHQ6OWZzamF2ZW9fMTY3MDMxMzc2MgYOaHlleHQ6MWo5NXA3YjQGGWh5ZXh0OjFqOTVwN2I0XzE2NzAzMTM3NjIGDmh5ZXh0Om9meGlhZ2o1BhloeWV4dDpvZnhpYWdqNV8xNjcwMzEzNzYyBg5oeWV4dDptZDV6MmFucQYZaHlleHQ6bWQ1ejJhbnFfMTY3MDMxMzc2MgYOaHlleHQ6cTFnOGMzcWkGGWh5ZXh0OnExZzhjM3FpXzE2NzAzMTM3NjIGDmh5ZXh0OnRudWF1cjk3BhloeWV4dDp0bnVhdXI5N18xNjcwMzEzNzYyBg5oeWV4dDpsbHV6YjBrcQYZaHlleHQ6bGx1emIwa3FfMTY3MDMxMzc2MgYOaHlleHQ6bTg3NWl3c2cGGWh5ZXh0Om04NzVpd3NnXzE2NzAzMTM3NjIGDmh5ZXh0OjNtenJsZnR2BhloeWV4dDozbXpybGZ0dl8xNjcwMzEzNzYyBg5oeWV4dDpudm50YmU5dAYZaHlleHQ6bnZudGJlOXRfMTY3MDMxMzc2MgYOaHlleHQ6cGl6YnBjMW4GGWh5ZXh0OnBpemJwYzFuXzE2NzAzMTM3NjIGDmh5ZXh0Omg4c2NkN3Q5BhloeWV4dDpoOHNjZDd0OV8xNjcwMzEzNzYyBg5oeWV4dDprbnZsZWNvcAYZaHlleHQ6a252bGVjb3BfMTY3MDMxMzc2MgYOaHlleHQ6bWhpa2JvaTcGGWh5ZXh0Om1oaWtib2k3XzE2NzAzMTM3NjIGDmh5ZXh0OjFlZjRod28yBhloeWV4dDoxZWY0aHdvMl8xNjcwMzEzNzYyBg5oeWV4dDo5eGl1aHZxNgYZaHlleHQ6OXhpdWh2cTZfMTY3MDMxMzc2MgYOaHlleHQ6aGpqNmlmb2IGGWh5ZXh0OmhqajZpZm9iXzE2NzAzMTM3NjIGDmh5ZXh0OnY5ODR0dG1jBhloeWV4dDp2OTg0dHRtY18xNjcwMzEzNzYyBg5oeWV4dDprMGxicHhtNQYZaHlleHQ6azBsYnB4bTVfMTY3MDMxMzc2MgYOaHlleHQ6OWwycDlkM3MGGWh5ZXh0OjlsMnA5ZDNzXzE2NzAzMTM3NjIGDmh5ZXh0Om5pZGFzMDBoBhloeWV4dDpuaWRhczAwaF8xNjcwMzEzNzYyBg5oeWV4dDptMWNlbXM2YQYZaHlleHQ6bTFjZW1zNmFfMTY3MDMxMzc2MgYOaHlleHQ6M3llcWNiazQGGWh5ZXh0OjN5ZXFjYms0XzE2NzAzMTM3NjIGDmh5ZXh0OnBjbmdhZmY3BhloeWV4dDpwY25nYWZmN18xNjcwMzEzNzYyBg5oeWV4dDptMHRreTByYwYZaHlleHQ6bTB0a3kwcmNfMTY3MDMxMzc2MgYOaHlleHQ6MGNlbno3YmoGGWh5ZXh0OjBjZW56N2JqXzE2NzAzMTM3NjIGDmh5ZXh0OjVkZmYzNmRyBhloeWV4dDo1ZGZmMzZkcl8xNjcwMzEzNzYyBg5oeWV4dDo2ZDZndngzNAYZaHlleHQ6NmQ2Z3Z4MzRfMTY3MDMxMzc2MgYOaHlleHQ6N2picTJmbWEGGWh5ZXh0OjdqYnEyZm1hXzE2NzAzMTM3NjIGDmh5ZXh0OmtxOXdlbG53BhloeWV4dDprcTl3ZWxud18xNjcwMzEzNzYyBg5oeWV4dDppN292cng4aAYZaHlleHQ6aTdvdnJ4OGhfMTY3MDMxMzc2MgYOaHlleHQ6Z3F0c2lkZjEGGWh5ZXh0OmdxdHNpZGYxXzE2NzAzMTM3NjIWACANNgBMXGYA
